Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene3D	PDB
P01911	reviewed	DRB1_HUMAN	HLA class II histocompatibility antigen, DRB1 beta chain (Human leukocyte antigen DRB1) (HLA-DRB1)	HLA-DRB1	Homo sapiens (Human)	266	2.60.40.10;	1A6A;1AQD;1BX2;1D5M;1D5X;1D5Z;1D6E;1DLH;1FYT;1HXY;1J8H;1JWM;1JWS;1JWU;1KG0;1KLG;1KLU;1LO5;1PYW;1R5I;1SEB;1SJE;1SJH;1T5W;1T5X;1YMM;2FSE;2G9H;2IAM;2IAN;2ICW;2IPK;2OJE;2SEB;2WBJ;2XN9;3L6F;3O6F;3PDO;3PGC;3PGD;3QXA;3QXD;3S4S;3S5L;3T0E;4AEN;4AH2;4C56;4E41;4FQX;4GBX;4I5B;4IS6;4MCY;4MCZ;4MD0;4MD4;4MD5;4MDI;4MDJ;4OV5;4X5W;4X5X;4Y19;4Y1A;5JLZ;5LAX;5NI9;5NIG;6BIJ;6BIL;6BIN;6BIR;6BIV;6BIX;6BIY;6BIZ;6CPL;6CPN;6CPO;6CQJ;6CQL;6CQN;6CQQ;6CQR;6HBY;6NIX;6QZA;6QZC;6QZD;6R0E;6V0Y;6V13;6V15;6V18;6V19;6V1A;
P01920	reviewed	DQB1_HUMAN	HLA class II histocompatibility antigen, DQ beta 1 chain (MHC class II antigen DQB1)	HLA-DQB1 HLA-DQB	Homo sapiens (Human)	261	2.60.40.10;	1JK8;1S9V;1UVQ;2NNA;4GG6;4OZF;4OZG;4OZH;4OZI;
P02008	reviewed	HBAZ_HUMAN	Hemoglobin subunit zeta (HBAZ) (Hemoglobin zeta chain) (Zeta-globin)	HBZ HBZ2	Homo sapiens (Human)	142	1.10.490.10;	1JEB;3W4U;
P02042	reviewed	HBD_HUMAN	Hemoglobin subunit delta (Delta-globin) (Hemoglobin delta chain)	HBD	Homo sapiens (Human)	147	1.10.490.10;	1SHR;1SI4;
P02100	reviewed	HBE_HUMAN	Hemoglobin subunit epsilon (Epsilon-globin) (Hemoglobin epsilon chain)	HBE1 HBE	Homo sapiens (Human)	147	1.10.490.10;	1A9W;
P02144	reviewed	MYG_HUMAN	Myoglobin (Nitrite reductase MB) (EC 1.7.-.-) (Pseudoperoxidase MB) (EC 1.11.1.-)	MB	Homo sapiens (Human)	154	6.10.140.2100;6.10.140.2110;	3RGK;
P02452	reviewed	CO1A1_HUMAN	Collagen alpha-1(I) chain (Alpha-1 type I collagen)	COL1A1	Homo sapiens (Human)	1464	2.60.120.1000;1.20.5.320;2.10.70.10;	1Q7D;2LLP;3EJH;3GXE;5CTD;5CTI;5CVA;5CVB;5K31;5OU8;5OU9;7E7B;7E7D;
P02458	reviewed	CO2A1_HUMAN	Collagen alpha-1(II) chain (Alpha-1 type II collagen) [Cleaved into: Collagen alpha-1(II) chain; Chondrocalcin]	COL2A1	Homo sapiens (Human)	1487	2.60.120.1000;2.10.70.10;	1U5M;2FSE;2SEB;5NIR;5OCX;5OCY;6BIN;6HG7;6NIX;7NZE;
P02461	reviewed	CO3A1_HUMAN	Collagen alpha-1(III) chain	COL3A1	Homo sapiens (Human)	1466	2.60.120.1000;2.10.70.10;	2V53;3DMW;4AE2;4AEJ;4AK3;4GYX;6FZV;6FZW;7WWR;7WWS;7XAN;
P02462	reviewed	CO4A1_HUMAN	Collagen alpha-1(IV) chain [Cleaved into: Arresten]	COL4A1	Homo sapiens (Human)	1669	2.170.240.10;	1LI1;5NAX;5NAY;6MPX;
P02489	reviewed	CRYAA_HUMAN	Alpha-crystallin A chain (Heat shock protein beta-4) (HspB4) [Cleaved into: Alpha-crystallin A(1-172); Alpha-crystallin A(1-168); Alpha-crystallin A(1-162)]	CRYAA CRYA1 HSPB4	Homo sapiens (Human)	173	2.60.40.790;	6T1R;
P02511	reviewed	CRYAB_HUMAN	Alpha-crystallin B chain (Alpha(B)-crystallin) (Heat shock protein beta-5) (HspB5) (Renal carcinoma antigen NY-REN-27) (Rosenthal fiber component)	CRYAB CRYA2 HSPB5	Homo sapiens (Human)	175	2.60.40.790;	2KLR;2N0K;2WJ7;2Y1Y;2Y1Z;2Y22;2YGD;3J07;3L1G;3SGM;3SGN;3SGO;3SGP;3SGR;3SGS;4M5S;4M5T;5VVV;6BP9;7ROJ;
P02533	reviewed	K1C14_HUMAN	Keratin, type I cytoskeletal 14 (Cytokeratin-14) (CK-14) (Keratin-14) (K14)	KRT14	Homo sapiens (Human)	472	1.20.5.170;1.20.5.500;1.20.5.1160;	3TNU;6JFV;
P02538	reviewed	K2C6A_HUMAN	Keratin, type II cytoskeletal 6A (Cytokeratin-6A) (CK-6A) (Cytokeratin-6D) (CK-6D) (Keratin-6A) (K6A) (Type-II keratin Kb6) (allergen Hom s 5)	KRT6A K6A KRT6D	Homo sapiens (Human)	564	1.20.5.170;1.20.5.500;1.20.5.1160;	5KI0;
P02545	reviewed	LMNA_HUMAN	Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)]	LMNA LMN1	Homo sapiens (Human)	664	1.20.5.170;2.60.40.1260;1.20.5.500;1.20.5.1160;	1IFR;1IVT;1X8Y;2XV5;2YPT;3GEF;3V4Q;3V4W;3V5B;6GHD;6JLB;6RPR;6SNZ;6YF5;6YJD;7CRG;7D9N;7WZZ;7X1B;7X5D;7YVD;7Z21;
P02549	reviewed	SPTA1_HUMAN	Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)	SPTA1 SPTA	Homo sapiens (Human)	2419	1.20.5.170;1.20.58.60;1.10.238.10;2.30.30.40;	1OWA;3LBX;5J4O;
P02585	reviewed	TNNC2_HUMAN	Troponin C, skeletal muscle	TNNC2	Homo sapiens (Human)	160	1.10.238.10;	7KAA;
P02647	reviewed	APOA1_HUMAN	Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1) [Cleaved into: Proapolipoprotein A-I (ProapoA-I); Truncated apolipoprotein A-I (Apolipoprotein A-I(1-242))]	APOA1	Homo sapiens (Human)	267	1.20.5.20;6.10.140.380;1.20.120.20;	1AV1;1GW3;1GW4;1ODP;1ODQ;1ODR;2MSC;2MSD;2MSE;2N5E;3K2S;3R2P;4V6M;6CC9;6CCH;6CCX;6CLZ;6CM1;6PTS;6PTW;6W4E;6W4F;7KJR;7RSC;7RSE;8EQS;
P02649	reviewed	APOE_HUMAN	Apolipoprotein E (Apo-E)	APOE	Homo sapiens (Human)	317	1.20.120.20;	1B68;1BZ4;1EA8;1GS9;1H7I;1LE2;1LE4;1LPE;1NFN;1NFO;1OEF;1OEG;1OR2;1OR3;2KC3;2KNY;2L7B;6IWB;6NCN;6NCO;7FCR;7FCS;7UVJ;8AX8;8AX9;8CDY;8CE0;8GRX;
P02652	reviewed	APOA2_HUMAN	Apolipoprotein A-II (Apo-AII) (ApoA-II) (Apolipoprotein A2) [Cleaved into: Proapolipoprotein A-II (ProapoA-II); Truncated apolipoprotein A-II (Apolipoprotein A-II(1-76))]	APOA2	Homo sapiens (Human)	100	6.10.250.100;	
P02654	reviewed	APOC1_HUMAN	Apolipoprotein C-I (Apo-CI) (ApoC-I) (Apolipoprotein C1) [Cleaved into: Truncated apolipoprotein C-I]	APOC1	Homo sapiens (Human)	83	4.10.260.30;	1ALE;1ALF;1IOJ;1OPP;6DVU;6DXR;6DZ6;6NF3;
P02655	reviewed	APOC2_HUMAN	Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2) [Cleaved into: Proapolipoprotein C-II (ProapoC-II)]	APOC2 APC2	Homo sapiens (Human)	101	1.10.1440.10;	1BY6;1I5J;1O8T;1SOH;
P02656	reviewed	APOC3_HUMAN	Apolipoprotein C-III (Apo-CIII) (ApoC-III) (Apolipoprotein C3)	APOC3	Homo sapiens (Human)	99	6.10.90.10;	2JQ3;
P02671	reviewed	FIBA_HUMAN	Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]	FGA	Homo sapiens (Human)	866	1.20.5.50;3.90.215.10;4.10.530.10;	1BBR;1DM4;1FPH;1FZA;1FZB;1FZC;1FZD;1FZE;1FZF;1FZG;1LT9;1LTJ;1N86;1N8E;1RE3;1RE4;1RF0;1RF1;1YCP;2A45;2FFD;2H43;2HLO;2HOD;2HPC;2OYH;2OYI;2Q9I;2XNX;2XNY;2Z4E;3AT0;3BVH;3E1I;3GHG;3H32;3HUS;4F27;5CFA;
P02675	reviewed	FIBB_HUMAN	Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain]	FGB	Homo sapiens (Human)	491	1.20.5.50;3.90.215.10;	1FZA;1FZB;1FZC;1FZE;1FZF;1FZG;1LT9;1LTJ;1N86;1N8E;1RE3;1RE4;1RF0;1RF1;2A45;2FFD;2H43;2HLO;2HOD;2HPC;2OYH;2OYI;2Q9I;2XNX;2XNY;2Z4E;3BVH;3E1I;3GHG;3H32;3HUS;6ATZ;6BIJ;6BIL;6V0Y;6V13;6V15;6V18;6V19;6V1A;
P02679	reviewed	FIBG_HUMAN	Fibrinogen gamma chain	FGG PRO2061	Homo sapiens (Human)	453	1.20.5.50;3.90.215.10;4.10.530.10;	1DUG;1FIB;1FIC;1FID;1FZA;1FZB;1FZC;1FZE;1FZF;1FZG;1LT9;1LTJ;1N86;1N8E;1RE3;1RE4;1RF0;1RF1;2A45;2FFD;2FIB;2H43;2HLO;2HOD;2HPC;2HWL;2OYH;2OYI;2Q9I;2VDO;2VDP;2VDQ;2VDR;2VR3;2XNX;2XNY;2Y7L;2Z4E;3BVH;3E1I;3FIB;3GHG;3H32;3HUS;4B60;
P02689	reviewed	MYP2_HUMAN	Myelin P2 protein (Peripheral myelin protein 2)	PMP2	Homo sapiens (Human)	132	2.40.128.20;	2WUT;3NR3;4A1H;4A1Y;4A8Z;4BVM;4D6A;4D6B;5N4M;5N4P;5N4Q;6EW2;6EW4;6EW5;6S2M;6S2S;6STS;6XU5;6XU9;6XUA;6XUW;6XVQ;6XVR;6XVS;6XVY;6XW9;7NRW;7NSR;7NTP;7O60;
P02708	reviewed	ACHA_HUMAN	Acetylcholine receptor subunit alpha	CHRNA1 ACHRA CHNRA	Homo sapiens (Human)	457	2.70.170.10;1.20.58.390;	4ZJS;5HBT;
P02724	reviewed	GLPA_HUMAN	Glycophorin-A (MN sialoglycoprotein) (PAS-2) (Sialoglycoprotein alpha) (CD antigen CD235a)	GYPA GPA	Homo sapiens (Human)	150	1.20.5.70;	1AFO;2KPE;2KPF;5EH4;5EH6;7UZ3;7V07;7V0K;7V19;8CRQ;8CRR;8CRT;8CS9;8CSL;8CT3;8CTE;
P02730	reviewed	B3AT_HUMAN	Band 3 anion transport protein (Anion exchange protein 1) (AE 1) (Anion exchanger 1) (Solute carrier family 4 member 1) (CD antigen CD233)	SLC4A1 AE1 DI EPB3	Homo sapiens (Human)	911	1.10.287.570;	1BH7;1BNX;1BTQ;1BTR;1BTS;1BTT;1BZK;1HYN;2BTA;2BTB;3BTB;4KY9;4YZF;7TVZ;7TW0;7TW1;7TW2;7TW3;7TW5;7TW6;7TY4;7TY6;7TY7;7TY8;7TYA;7UZ3;7UZU;7UZV;7V07;7V0K;7V0M;7V0T;7V0U;7V0Y;7V19;8CRQ;8CRR;8CRT;8CS9;8CSL;8CSV;8CSY;8CT3;8CTE;8T6U;8T6V;
P02741	reviewed	CRP_HUMAN	C-reactive protein [Cleaved into: C-reactive protein(1-205)]	CRP PTX1	Homo sapiens (Human)	224	2.60.120.200;	1B09;1GNH;1LJ7;3L2Y;3PVN;3PVO;7PK9;7PKB;7PKD;7PKE;7PKF;7PKG;7PKH;7TBA;
P02743	reviewed	SAMP_HUMAN	Serum amyloid P-component (SAP) (9.5S alpha-1-glycoprotein) [Cleaved into: Serum amyloid P-component(1-203)]	APCS PTX2	Homo sapiens (Human)	223	2.60.120.200;	1GYK;1LGN;1SAC;2A3W;2A3X;2A3Y;2W08;3D5O;3KQR;4AVS;4AVT;4AVV;4AYU;
P02745	reviewed	C1QA_HUMAN	Complement C1q subcomponent subunit A	C1QA	Homo sapiens (Human)	245	2.60.120.40;	1PK6;2JG8;2JG9;2WNU;2WNV;5HKJ;5HZF;6FCZ;6Z6V;
P02746	reviewed	C1QB_HUMAN	Complement C1q subcomponent subunit B	C1QB	Homo sapiens (Human)	253	2.60.120.40;	1PK6;2JG8;2JG9;2WNU;2WNV;5HKJ;5HZF;6FCZ;6Z6V;
P02747	reviewed	C1QC_HUMAN	Complement C1q subcomponent subunit C	C1QC C1QG	Homo sapiens (Human)	245	2.60.120.40;	1PK6;2JG8;2JG9;2WNU;2WNV;5HKJ;5HZF;6FCZ;6Z6V;
P02748	reviewed	CO9_HUMAN	Complement component C9 [Cleaved into: Complement component C9a; Complement component C9b]	C9	Homo sapiens (Human)	559	2.10.25.10;4.10.400.10;2.20.100.10;	5FMW;6DLW;6H03;6H04;7NYC;7NYD;8B0G;8B0H;8DE6;
P02749	reviewed	APOH_HUMAN	Beta-2-glycoprotein 1 (APC inhibitor) (Activated protein C-binding protein) (Anticardiolipin cofactor) (Apolipoprotein H) (Apo-H) (Beta-2-glycoprotein I) (B2GPI) (Beta(2)GPI)	APOH B2G1	Homo sapiens (Human)	345	2.10.70.10;	1C1Z;1G4F;1G4G;1QUB;2KRI;3OP8;4JHS;6V06;6V08;6V09;6XSD;6XST;7JIK;7KG4;
P02750	reviewed	A2GL_HUMAN	Leucine-rich alpha-2-glycoprotein (LRG)	LRG1 LRG	Homo sapiens (Human)	347	3.80.10.10;	7Q4Q;8H24;
P02751	reviewed	FINC_HUMAN	Fibronectin (FN) (Cold-insoluble globulin) (CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3]	FN1 FN	Homo sapiens (Human)	2477	2.10.70.10;2.10.10.10;2.60.40.10;	1E88;1E8B;1FBR;1FNA;1FNF;1FNH;1J8K;1O9A;1OWW;1Q38;1QGB;1QO6;1TTF;1TTG;2CG6;2CG7;2CK2;2CKU;2EC3;2FN2;2FNB;2GEE;2H41;2H45;2HA1;2MNU;2N1K;2OCF;2RKY;2RKZ;2RL0;3CAL;3EJH;3GXE;3M7P;3MQL;3R8Q;3T1W;3ZRZ;4GH7;4JE4;4JEG;4LXO;4MMX;4MMY;4MMZ;4PZ5;5DC0;5DC4;5DC9;5DFT;5J6Z;5J7C;5M0A;5N47;5N48;6HNF;6MFA;6MSV;6NAJ;6XAX;6XAY;7NWL;
P02753	reviewed	RET4_HUMAN	Retinol-binding protein 4 (Plasma retinol-binding protein) (PRBP) (RBP) [Cleaved into: Plasma retinol-binding protein(1-182); Plasma retinol-binding protein(1-181); Plasma retinol-binding protein(1-179); Plasma retinol-binding protein(1-176)]	RBP4 PRO2222	Homo sapiens (Human)	201	2.40.128.20;	1BRP;1BRQ;1JYD;1JYJ;1QAB;1RBP;1RLB;2WQ9;2WQA;2WR6;3BSZ;3FMZ;4O9S;4PSQ;5NTY;5NU2;5NU6;5NU7;5NU8;5NU9;5NUA;5NUB;6QBA;
P02760	reviewed	AMBP_HUMAN	Protein AMBP (Protein HC) [Cleaved into: Alpha-1-microglobulin (EC 1.6.2.-) (Alpha-1 microglycoprotein) (Complex-forming glycoprotein heterogeneous in charge); Inter-alpha-trypsin inhibitor light chain (ITI-LC) (Bikunin) (EDC1) (HI-30) (Uronic-acid-rich protein); Trypstatin]	AMBP HCP ITIL	Homo sapiens (Human)	352	2.40.128.20;4.10.410.10;	1BIK;3QKG;4ES7;4U30;6EJ7;6EJ8;6EJ9;6EJA;6EJB;6EJC;6EJD;
P02763	reviewed	A1AG1_HUMAN	Alpha-1-acid glycoprotein 1 (AGP 1) (Orosomucoid-1) (OMD 1)	ORM1 AGP1	Homo sapiens (Human)	201	2.40.128.20;	3KQ0;
P02765	reviewed	FETUA_HUMAN	Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B]	AHSG FETUA PRO2743	Homo sapiens (Human)	367	3.10.450.10;	
P02766	reviewed	TTHY_HUMAN	Transthyretin (ATTR) (Prealbumin) (TBPA)	TTR PALB	Homo sapiens (Human)	147	2.60.40.180;	1BM7;1BMZ;1BZ8;1BZD;1BZE;1DVQ;1DVS;1DVT;1DVU;1DVX;1DVY;1DVZ;1E3F;1E4H;1E5A;1ETA;1ETB;1F41;1F86;1FH2;1FHN;1G1O;1GKO;1ICT;1III;1IIK;1IJN;1QAB;1QWH;1RLB;1SOK;1SOQ;1THA;1THC;1TLM;1TSH;1TT6;1TTA;1TTB;1TTC;1TTR;1TYR;1TZ8;1U21;1X7S;1X7T;1Y1D;1Z7J;1ZCR;1ZD6;2B14;2B15;2B16;2B77;2B9A;2F7I;2F8I;2FBR;2FLM;2G3X;2G3Z;2G4E;2G4G;2G5U;2G9K;2GAB;2H4E;2M5N;2NBO;2NBP;2NOY;2PAB;2QEL;2QGB;2QGC;2QGD;2QGE;2ROX;2ROY;2TRH;2TRY;2WQA;3A4D;3A4E;3A4F;3B56;3BSZ;3BT0;3CBR;3CFM;3CFN;3CFQ;3CFT;3CN0;3CN1;3CN2;3CN3;3CN4;3CXF;3D2T;3D7P;3DGD;3DID;3DJR;3DJS;3DJT;3DJZ;3DK0;3DK2;3DO4;3ESN;3ESO;3ESP;3FC8;3FCB;3GLZ;3GPS;3GRB;3GRG;3GS0;3GS4;3GS7;3HJ0;3I9A;3I9I;3I9P;3IMR;3IMS;3IMT;3IMU;3IMV;3IMW;3IPB;3IPE;3KGS;3KGT;3KGU;3M1O;3NEE;3NEO;3NES;3NEX;3NG5;3OZK;3OZL;3P3R;3P3S;3P3T;3P3U;3SSG;3TCT;3TFB;3U2I;3U2J;3W3B;4ABQ;4ABU;4ABV;4ABW;4AC2;4AC4;4ACT;4ANK;4D7B;4DER;4DES;4DET;4DEU;4DEW;4FI6;4FI7;4FI8;4HIQ;4HIS;4HJS;4HJT;4HJU;4I85;4I87;4I89;4IIZ;4IK6;4IK7;4IKI;4IKJ;4IKK;4IKL;4KY2;4L1S;4L1T;4MAS;4MRB;4MRC;4N85;4N86;4N87;4PM1;4PME;4PMF;4PVL;4PVM;4PVN;4PWE;4PWF;4PWG;4PWH;4PWI;4PWJ;4PWK;4QRF;4QXV;4QYA;4TKW;4TL4;4TL5;4TLK;4TLS;4TLT;4TLU;4TM9;4TNE;4TNF;4TNG;4TQ8;4TQH;4TQI;4TQP;4WNJ;4WNS;4WO0;4Y9B;4Y9C;4Y9E;4Y9F;4Y9G;4YDM;4YDN;5A6I;5AKS;5AKT;5AKV;5AL0;5AL8;5AYT;5BOJ;5CLX;5CLY;5CLZ;5CM1;5CN3;5CNH;5CR1;5DEJ;5DWP;5E23;5E4A;5E4O;5EN3;5EZP;5FO2;5FW6;5FW7;5FW8;5H0V;5H0W;5H0X;5H0Y;5H0Z;5HJG;5IHH;5JID;5JIM;5JIQ;5K1J;5K1N;5L4F;5L4I;5L4J;5L4M;5LLL;5LLV;5N5Q;5N62;5N7C;5NFE;5NFW;5OQ0;5TTR;5TZL;5U48;5U49;5U4A;5U4B;5U4C;5U4D;5U4E;5U4F;5U4G;6D0W;6E6Z;6E70;6E71;6E72;6E73;6E74;6E75;6E76;6E77;6E78;6EOY;6EP1;6FFT;6FWD;6FXU;6FZL;6GR7;6GRP;6IMX;6IMY;6KGB;6R66;6R67;6R68;6R6I;6SDZ;6SUG;6SUH;6TI9;6TJN;6TXV;6TXW;6U0Q;6XTK;7ACU;7DT3;7DT5;7DT6;7DT8;7EJQ;7EJR;7ERH;7ERI;7ERJ;7ERK;7OB4;7Q3I;7Q9L;7Q9N;7Q9O;7QC5;7THA;7W9Q;7W9R;7WL6;7Y1I;7Y6J;7YBR;7YCQ;7Z60;8ADE;8AWI;8AWW;8E7D;8E7E;8E7H;8E7I;8E7J;8HEJ;8HY4;8IG1;8II1;8II2;8II3;8II4;8PKE;8PKF;8PKG;8W42;8W43;8W44;8W45;8W46;8W47;8W48;
P02768	reviewed	ALBU_HUMAN	Albumin	ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341	Homo sapiens (Human)	609	1.10.246.10;	1AO6;1BJ5;1BKE;1BM0;1E78;1E7A;1E7B;1E7C;1E7E;1E7F;1E7G;1E7H;1E7I;1GNI;1GNJ;1H9Z;1HA2;1HK1;1HK2;1HK3;1HK4;1HK5;1N5U;1O9X;1TF0;1UOR;1YSX;2BX8;2BXA;2BXB;2BXC;2BXD;2BXE;2BXF;2BXG;2BXH;2BXI;2BXK;2BXL;2BXM;2BXN;2BXO;2BXP;2BXQ;2ESG;2I2Z;2I30;2N0X;2VDB;2VUE;2VUF;2XSI;2XVQ;2XVU;2XVV;2XVW;2XW0;2XW1;2YDF;3A73;3B9L;3B9M;3CX9;3JQZ;3JRY;3LU6;3LU7;3LU8;3SQJ;3TDL;3UIV;4BKE;4E99;4EMX;4G03;4G04;4HGK;4HGM;4IW1;4IW2;4K2C;4K71;4L8U;4L9K;4L9Q;4LA0;4LB2;4LB9;4N0F;4N0U;4S1Y;4Z69;5FUO;5GIX;5GIY;5ID7;5IFO;5IJF;5UJB;5VNW;5X52;5YB1;5YOQ;5Z0B;6A7P;6EZQ;6HSC;6JE7;6L4K;6M4R;6M58;6M5D;6M5E;6QIO;6QIP;6R7S;6WUW;6XV0;6YG9;6ZL1;7A9C;7AAE;7AAI;7D6J;7DJN;7DL4;7EEK;7FFR;7FFS;7JWN;7OV1;7OV5;7OV6;7QFE;7VR0;7VR9;7WKZ;7WLF;7WOJ;7WOK;7WZ9;7X7X;7Y2D;7Z57;8A9Q;8CKS;8EW4;8EW7;8EY5;8H0O;8Q3F;
P02771	reviewed	FETA_HUMAN	Alpha-fetoprotein (Alpha-1-fetoprotein) (Alpha-fetoglobulin)	AFP HPAFP	Homo sapiens (Human)	609	1.10.246.10;	3MRK;7RE7;7RE8;7YIM;
P02774	reviewed	VTDB_HUMAN	Vitamin D-binding protein (DBP) (VDB) (Gc protein-derived macrophage activating factor) (Gc-MAF) (GcMAF) (Gc-globulin) (Group-specific component) (Gc) (Vitamin D-binding protein-macrophage activating factor) (DBP-maf)	GC	Homo sapiens (Human)	474	1.10.246.10;	1J78;1J7E;1KW2;1KXP;1LOT;1MA9;
P02775	reviewed	CXCL7_HUMAN	Platelet basic protein (PBP) (C-X-C motif chemokine 7) (Leukocyte-derived growth factor) (LDGF) (Macrophage-derived growth factor) (MDGF) (Small-inducible cytokine B7) [Cleaved into: Connective tissue-activating peptide III (CTAP-III) (LA-PF4) (Low-affinity platelet factor IV); TC-2; Connective tissue-activating peptide III(1-81) (CTAP-III(1-81)); Beta-thromboglobulin (Beta-TG); Neutrophil-activating peptide 2(74) (NAP-2(74)); Neutrophil-activating peptide 2(73) (NAP-2(73)); Neutrophil-activating peptide 2 (NAP-2); TC-1; Neutrophil-activating peptide 2(1-66) (NAP-2(1-66)); Neutrophil-activating peptide 2(1-63) (NAP-2(1-63))]	PPBP CTAP3 CXCL7 SCYB7 TGB1 THBGB1	Homo sapiens (Human)	128	2.40.50.40;	1F9P;1NAP;1TVX;
P02776	reviewed	PLF4_HUMAN	Platelet factor 4 (PF-4) (C-X-C motif chemokine 4) (Iroplact) (Oncostatin-A) [Cleaved into: Platelet factor 4, short form (Endothelial cell growth inhibitor)]	PF4 CXCL4 SCYB4	Homo sapiens (Human)	101	2.40.50.40;	1DN3;1F9Q;1F9R;1F9S;1PFM;1PFN;1RHP;4R9W;4R9Y;4RAU;
P02778	reviewed	CXL10_HUMAN	C-X-C motif chemokine 10 (10 kDa interferon gamma-induced protein) (Gamma-IP10) (IP-10) (Small-inducible cytokine B10) [Cleaved into: CXCL10(1-73)]	CXCL10 INP10 SCYB10	Homo sapiens (Human)	98	2.40.50.40;	1LV9;1O7Y;1O7Z;1O80;8K2X;
P02786	reviewed	TFR1_HUMAN	Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (T9) (p90) (CD antigen CD71) [Cleaved into: Transferrin receptor protein 1, serum form (sTfR)]	TFRC	Homo sapiens (Human)	760	3.50.30.30;1.20.930.40;3.40.630.10;	1CX8;1DE4;1SUV;2NSU;3KAS;3S9L;3S9M;3S9N;6D03;6D04;6D05;6GSR;6H5I;6OKD;6W3H;6WRV;6WRW;6WRX;6Y76;7ZQS;8P0Z;
P02787	reviewed	TRFE_HUMAN	Serotransferrin (Transferrin) (Beta-1 metal-binding globulin) (Siderophilin)	TF PRO1400	Homo sapiens (Human)	698	3.40.190.10;	1A8E;1A8F;1B3E;1BP5;1BTJ;1D3K;1D4N;1DTG;1FQE;1FQF;1JQF;1N7W;1N7X;1N84;1OQG;1OQH;1RYO;1SUV;2HAU;2HAV;2O7U;2O84;3FGS;3QYT;3S9L;3S9M;3S9N;3SKP;3V83;3V89;3V8X;3VE1;4H0W;4X1B;4X1D;5DYH;5H52;5WTD;5X5P;5Y6K;6CTC;6D03;6D04;6D05;6JAS;6SOY;6SOZ;6UJ6;7FFM;7FFU;7Q1L;8BRC;
P02788	reviewed	TRFL_HUMAN	Lactotransferrin (Lactoferrin) (EC 3.4.21.-) (Growth-inhibiting protein 12) (Talalactoferrin) [Cleaved into: Lactoferricin-H (Lfcin-H); Kaliocin-1; Lactoferroxin-A; Lactoferroxin-B; Lactoferroxin-C]	LTF GIG12 LF	Homo sapiens (Human)	710	3.40.190.10;	1B0L;1BKA;1CB6;1DSN;1EH3;1FCK;1H43;1H44;1H45;1HSE;1L5T;1LCF;1LCT;1LFG;1LFH;1LFI;1LGB;1N76;1SQY;1U62;1VFD;1VFE;1XV4;1XV7;1Z6V;1Z6W;2BJJ;2DP4;2GMC;2GMD;2HD4;2PMS;7JRD;7N88;
P02790	reviewed	HEMO_HUMAN	Hemopexin (Beta-1B-glycoprotein)	HPX	Homo sapiens (Human)	462	2.110.10.10;	
P02792	reviewed	FRIL_HUMAN	Ferritin light chain (Ferritin L subunit)	FTL	Homo sapiens (Human)	175	1.20.1260.10;	2FFX;2FG4;2FG8;3KXU;4V6B;5LG8;6TR9;6TS0;6TS1;6TSA;6TSF;6TSJ;6WX6;
P02794	reviewed	FRIH_HUMAN	Ferritin heavy chain (Ferritin H subunit) (EC 1.16.3.1) (Cell proliferation-inducing gene 15 protein) [Cleaved into: Ferritin heavy chain, N-terminally processed]	FTH1 FTH FTHL6 OK/SW-cl.84 PIG15	Homo sapiens (Human)	183	1.20.1260.10;	1FHA;2CEI;2CHI;2CIH;2CLU;2CN6;2CN7;2FHA;2IU2;2Z6M;3AJO;3AJP;3AJQ;3ERZ;3ES3;4DYX;4DYY;4DYZ;4DZ0;4OYN;4Y08;4YKH;4ZJK;5CMQ;5CMR;5GN8;5GOU;5JKK;5JKL;5JKM;5N26;5N27;5UP7;5UP8;5UP9;5VTD;5XB1;5YI5;5ZND;6B8F;6B8G;6FTV;6GSR;6H5I;6H6T;6H6U;6IPC;6IPO;6IPP;6IPQ;6J4A;6J7G;6JOB;6JPS;6KE2;6KE4;6M52;6M54;6WYF;6WYG;6WYH;6Z6U;6Z9E;6Z9F;7A6A;7A6B;7CK8;7CK9;7JGK;7JGL;7JGM;7JGN;7JGO;7JGP;7JGQ;7K26;7K3V;7K3W;7KE3;7KE5;7PF1;7R5O;7RRP;7V66;7VD8;7ZG7;8A2L;8A2M;8A5N;8B7O;8CPM;8CPS;8CPT;8CPU;8CPV;8CPW;8CPX;8DHX;8DNP;8F49;8HHS;
